resample,accuracy_delta,macro_f1_delta,class_f1_A_delta,class_f1_B_delta,class_f1_C_delta,class_f1_D_delta,parse_rate_delta,mean_latency_seconds_delta,mean_realized_tiles_delta
81,0.019230769230769218,0.0434509409758288,0.0075329566854990815,0.027113885707953256,0.03309631544925662,0.10606060606060608,0.0032051282051281937,1.322758561707675,0.17307692307692335
82,0.052805280528052834,0.09099170164675341,0.06153068956807278,0.03492063492063491,0.08302808302808301,0.18448739907022266,0.0,1.356968849845132,0.11881188118811892
83,0.006756756756756799,0.03128821427388667,0.07256235827664403,-0.031439479002919435,0.05137395459976102,0.03265602322206096,0.0033783783783783994,1.3412796561857938,0.1959459459459456
84,0.05685618729096992,0.08569454026559964,0.07242877836793815,0.06319545394476012,0.12314138956474724,0.08401253918495297,0.0033444816053511683,1.299574808784477,0.16722408026755886
85,0.018115942028985532,0.047105204099880615,0.18074895977808603,-0.04489795918367351,0.004040404040404011,0.048529411764705876,0.0,1.454386271438494,0.2028985507246377
86,0.025396825396825362,0.05908765362478524,0.07372832920556299,-0.015481373971940049,0.06261732367927059,0.11548633558624749,0.0031746031746031633,1.3109597581867423,0.18412698412698436
87,0.03260869565217395,0.06581841461604465,0.0593291404612159,0.02875890977909057,0.06804275108101493,0.10714285714285715,0.0,1.315319206346285,0.18115942028985543
88,-0.01282051282051283,0.047749915525096276,0.11654782394885665,-0.06646294881588993,-0.03408521303258144,0.175,0.0064102564102563875,1.4080776291875503,0.3012820512820511
89,0.03436426116838487,0.057418349696973126,0.10289303724674859,0.019217570350034352,0.033386967015285596,0.07417582417582413,0.01718213058419249,1.331993891623934,0.32989690721649456
90,0.038961038961038974,0.10449274137619341,0.13475935828877006,-0.02589807852965742,0.12591640843473662,0.18319327731092436,0.0032467532467532756,1.3897962377757413,0.29220779220779214
91,0.06472491909385109,0.08571468505135882,0.19523809523809527,0.012854769986278547,0.01926977687626774,0.11549609810479378,0.006472491909385147,1.3664451942969005,0.2394822006472488
92,0.057239057239057256,0.12180907908857525,0.12576937337782723,0.025443425076452586,0.06998722860791823,0.2660362892921032,0.0,1.3889927800700874,0.08754208754208737
93,-0.012987012987012991,0.013517633314891697,0.06809836430399469,-0.04811085663252812,-0.019054340155257588,0.05313736574335781,0.0,1.3212359348378544,0.25324675324675283
94,0.0639730639730639,0.07948311772407868,0.1459752321981424,0.07376345599099421,0.023617511520737322,0.07457627118644067,0.0,1.3003028568526362,0.269360269360269
